"nid","nombres","apellidos","seudonimos","variantes","genero","fecha_nacimiento","fecha_muerte","ano_nacimiento","ano_muerte","lugar_nacimiento","disciplinas","subdisciplinas","fuentes","enlaces_titulo","enlaces_url","notas"
"9822","Ignacio","Tankelevich","","Ignacio Tankel","Hombre","","30/06/1984","1912","1984","Capital Federal","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Ignacio_Tankel|http://www.imdb.com/name/nm0849535/|http://www.cinenacional.com/persona/ignacio-tankel",""
"9483","Alejandro","Tantanian","","","Hombre","","","1966","","Capital Federal","Escritura","Dramaturgia","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9484","Gerardo","Taratuto","","","Hombre","","","1944","","Capital Federal","Escritura","Dramaturgia|Otras","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9485","Horacio","Tarcus","","Paglione","Hombre","","","1955","","Capital Federal","Escritura","No ficción","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9486","Alberto","Tasso","","","Hombre","","","1943","","Buenos Aires","Escritura","No ficción|Narrativa|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9487","Juan","Tausk","","","Hombre","","","1947","","Capital Federal","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9488","José","Tcherkaski","","","Hombre","","","1943","","Capital Federal","Escritura","No ficción|Narrativa|Periodismo|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9489","Elsa Edith","Tebere de Ferraro","","","Mujer","","","1942","","Santa Fe","Escritura","Narrativa|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9490","Juan Carlos","Tedesco","","","Hombre","","","1944","","Capital Federal","Escritura","No ficción","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9491","Luis","Tedesco","","","Hombre","","","1941","","Capital Federal","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9492","Fabio","Teijeiro","","","Hombre","","","1968","","Capital Federal","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9493","Antonio","Tello","","","Hombre","","","1945","","Córdoba","Escritura","Narrativa|Periodismo","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9494","Eduardo","Terraneo","","","Hombre","","","1969","","Capital Federal","Escritura","Narrativa","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9495","Guillermo","Thomas","","","Hombre","","","1953","","Santa Fe","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9496","José Luis","Thomas","","","Hombre","","","1954","","Capital Federal","Escritura","Dramaturgia","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9497","Luis","Thonis","","","Hombre","","","1949","","Capital Federal","Escritura","Narrativa|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9498","Silvia","Tieffemberg","","","Mujer","","","1958","","Córdoba","Escritura","No ficción","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9499","Horacio","Tignanelli","","","Hombre","","","1956","","Capital Federal","Artes escénicas","Títeres/marionetas","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9500","Delfina","Tiscornia","","","Mujer","","","1966","1996","Capital Federal","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9501","Fernando","Toledo","","","Hombre","","","1974","","Mendoza","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9502","Marcelo","Torelli","","","Hombre","","","1964","1988","Córdoba","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9503","Patricio","Torne","","","Hombre","","","1956","","Santa Fe","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9504","Benjamín","Toro","","","Hombre","","","1948","","Salta","Escritura","Narrativa|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9824","Javier","Torre","","","Hombre","06/08/1950","","1950","","Capital Federal","Escritura|Audiovisual","Dirección cinematográfica|Narrativa","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional|Fundación Konex","https://es.wikipedia.org/wiki/Javier_Torre|http://www.imdb.com/name/nm0868378/|http://www.cinenacional.com/persona/javier-torre|http://www.fundacionkonex.org/b972-javier-torre",""
"9505","Javier","Torre","","","Hombre","","","1950","","Capital Federal","Escritura","Narrativa","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9825","Leopoldo","Torre Nilsson","","","Hombre","05/05/1924","08/09/1978","1924","1978","Capital Federal","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Leopoldo_Torre_Nilsson|http://www.imdb.com/name/nm0868355/|http://www.cinenacional.com/persona/leopoldo-torre-nilsson",""
"9432","Gregorio","Torres","","","Hombre","","","1814","1879","Argentina","Artes visuales","Pintura","23 pintores de la Argentina. 1810-1900. 1978","","",""
"9506","Susana","Torres Molina","","","Mujer","","","1956","","Capital Federal","Escritura","Dramaturgia","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9507","Jorge","Torres Zavaleta","","","Hombre","","","1951","","Capital Federal","Escritura","Narrativa","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9508","Mirta","Tosoroni","","","Mujer","","","1947","","Capital Federal","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9826","Raúl Alberto","Tosso","","","Hombre","01/02/1953","","1953","","Buenos Aires","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)|Cine Nacional","http://www.imdb.com/name/nm0869242/|http://www.cinenacional.com/persona/raul-tosso",""
"9509","Susana","Tosso","","","Mujer","","","1942","","Buenos Aires","Escritura","Narrativa|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9510","Mónica","Tracey","","","Mujer","","","1953","","Buenos Aires","Escritura","Periodismo|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9511","Mariana","Trajtenberg","","","Mujer","","","1967","","Capital Federal","Escritura","Dramaturgia","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9512","Oscar","Traversa","","","Hombre","","","1940","","Capital Federal","Escritura","No ficción","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9513","Josefina","Trebucq","","","Mujer","","","1951","","Córdoba","Escritura","Narrativa|Periodismo|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9514","Carina","Trilnik","","","Mujer","","","1944","","Capital Federal","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9515","Javier","Trímboli","","","Hombre","","","1966","","Capital Federal","Escritura","No ficción","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9827","Orestes","Trucco","","","Hombre","27/02/1925","08/08/2010","1925","2010","Buenos Aires","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)|Cine Nacional","http://www.imdb.com/name/nm0874002/|http://www.cinenacional.com/persona/orestes-a-trucco",""
"9516","María Elena","Tuesca","","","Mujer","","","1949","","Córdoba","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9517","Silvia","Turbay","","","Mujer","","","1945","","Capital Federal","Escritura","No ficción|Narrativa","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9518","Stella Marys","Turbay","","","Mujer","","","1948","","Corrientes","Escritura","Narrativa|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9473","Carlos","Ulanovsky","","","Hombre","","","1943","","Capital Federal","Escritura","No ficción|Narrativa|Periodismo","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9474","Daniel","Ulanovsky Sack","","","Hombre","","","1960","","Santa Fe","Escritura","Periodismo","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9475","Mónica","Undiano","","","Mujer","","","1958","","Jujuy","Escritura","Narrativa|Poesía|Traducción","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9476","Pablo","Urbanyi","","","Hombre","","","1948","","Hungría","Escritura","Narrativa|Periodismo","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9477","María Alicia","Uriondo","","","Mujer","","","1955","","Buenos Aires","Escritura","Narrativa|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9828","Aníbal Enrique","Uset","","","Hombre","27/10/1939","16/08/2015","1939","2015","Capital Federal","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/An%C3%ADbal_Uset|http://www.imdb.com/name/nm0882285/|http://www.cinenacional.com/persona/anibal-e-uset",""
"9310","Alejandro","Vaccaro","","","Hombre","","","1951","","Capital Federal","Escritura","No ficción","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9311","Sergio","Vainman","","","Hombre","","","1950","","Capital Federal","Escritura","Otras|Dramaturgia","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9312","Carlos Pedro","Vairo","","","Hombre","","","1953","","Capital Federal","Escritura","Narrativa","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9313","Susana","Valenti","","","Mujer","","","1943","","Santa Fe","Escritura","Narrativa|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9314","Esteban","Valentino","","","Hombre","","","1957","","Buenos Aires","Escritura","Narrativa|Periodismo|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9315","Adriana","Valetti","","","Mujer","","","1957","","Buenos Aires","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9829","Edmund","Valladares","","","Hombre","16/08/1932","","1932","","Buenos Aires","Escritura|Artes visuales|Audiovisual","Pintura|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Edmund_Valladares|http://www.imdb.com/name/nm1091590/|http://www.cinenacional.com/persona/edmund-valladares",""
"9316","Rubén Ángel","Valle","","","Hombre","","","1966","","Mendoza","Escritura","Narrativa|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9317","Carlos","Vallejo","","","Hombre","","","1967","","Mendoza","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9830","Gerardo","Vallejo","","","Hombre","04/01/1942","07/02/2007","1942","2007","Tucumán","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)","https://es.wikipedia.org/wiki/Gerardo_Vallejo|http://www.imdb.com/name/nm0884986/",""
"9318","Alejandra","Varela","","","Mujer","","","1974","","Buenos Aires","Escritura","Dramaturgia","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9319","Mario Gonzalo","Varela","","","Hombre","","","1969","","Santa Fe","Escritura|Audiovisual","Dirección cinematográfica|Narrativa|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9320","Santiago","Varela","","","Hombre","","","1940","","Buenos Aires","Escritura|Audiovisual","Otras|Narrativa|Periodismo","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9321","César","Vargas","","","Hombre","","","1954","","Córdoba","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9322","Martha","Vargas","","","Mujer","","","1940","","Buenos Aires","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9323","Walter","Vargas","","","Hombre","","","1958","","Buenos Aires","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9325","Marta","Vassallo","","","Mujer","","","1945","","Capital Federal","Escritura","Narrativa|Periodismo|Traducción","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9324","María Isabel","Vassallo","","","Mujer","","","1949","","Capital Federal","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9326","Inés","Vázquez","","","Mujer","","","1961","","Buenos Aires","Escritura","No ficción|Narrativa|Periodismo","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9327","Dolores de","Vedia","","","Mujer","","","1949","","Capital Federal","Escritura","Narrativa|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9328","Rubén","Vedovaldi","","","Hombre","","","1951","","Santa Fe","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9329","Graciela Inés de la ","Vega","","","Mujer","","16/10/2013","1963","2013","Buenos Aires","Escritura","Narrativa|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9330","Roberto","Vega","Alpargato","","Hombre","","","1943","","Capital Federal","Escritura","Dramaturgia|No ficción","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9085","Santiago","Vega","Washington Cucurto","","Hombre","","","1971","","Buenos Aires","Escritura","Narrativa|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999","Wikipedia en español","https://es.wikipedia.org/wiki/Washington_Cucurto",""
"9331","Rafael","Velasco","","","Hombre","","","","","Córdoba","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9332","Beatriz","Ventura","","","Mujer","","","1949","","Capital Federal","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9333","Horacio","Verbitsky","","","Hombre","","","1942","","Capital Federal","Escritura","Periodismo","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9334","Victoria","Verlichak","","","Mujer","","","1950","","Buenos Aires","Escritura","No ficción|Periodismo","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9335","Matías","Vernengo","","","Hombre","","","1963","","Capital Federal","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9336","Irma","Verolín","","","Mujer","","","1953","","Capital Federal","Escritura","No ficción|Narrativa","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
